title,context,question,answer_text,answer_start
Geografi Korea Selatan,"Korea Selatan beriklim sedang karena berada dalam kawasan curah hujan Asia Timur. Pengaruh masa udara dari dataran Asia lebih besar terhadap cuaca di Korea Selatan dibanding pengaruh dari Samudera Pasifik. Musim dingin berlangsung 3 bulan dengan kondisi cuaca kering. Sementara musim panas singkat, namun sangat panas, basah dan lembap. Cuaca terbaik muncul pada musim semi dan musim gugur. Di DKI Seoul suhu rata-rata bulan Januari adalah −5°C sampai −2,5°C; di bulan Juli berkisar dari 22.5°C sampai 25°C. Pulau Jeju yang terletak pada bagian paling selatan, menerima iklim yang lebih hangat daripada daratan utama, berkisar dari 2,5°C di bulan Januari dan 25°C pada bulan Juli.",Berapakah suhu terendah Jeju di musim dingin ?,"2,5°C",632
Ada Apa dengan Cinta?," Ada Apa dengan Cinta? adalah sebuah film romantis Indonesia karya Rudi Soedjarwo yang dirilis pertama kali pada tanggal 7 Februari 2002 dan dibintangi Nicholas Saputra dan Dian Sastrowardoyo. Film ini dirilis menyusul film berjudul Petualangan Sherina yang booming terlebih dahulu. Lagu tema Ada Apa dengan Cinta? yang dinyanyikan oleh Melly Goeslaw dan Eric menjadi hits, dan pengambilan gambar dilakukan di beberapa lokasi di kecamatan Gambir, kecamatan Menteng, Kota Jakarta Pusat dan Kecamatan Kebon Jeruk.",Kapan filem Ada apa dengan Cinta dirilis?,7 Februari 2002,121
Melly Goeslaw," Meliana Cessy Goeslaw (atau Melly Goeslaw; )[1] adalah seorang penyanyi dan penulis lagu berkebangsaan Indonesia yang banyak digandrungi oleh penyanyi-penyanyi lainnya. Putri tunggal dari pasangan Ersi Sukaesih dan Melky Goeslaw serta istri dari Anto Hoed ini telah sukses menciptakan banyak lagu, ia pun seperti itu karena ia mengikuti darah yang mengalir dari ayahnya yang sangat ternama pada masa itu, Melky Goeslaw, yang sesungguhnya tak pernah hidup bersama dalam kehidupan anaknya.",Siapa suami Meliana Cessy Goeslaw?,Anto Hoed,247
Pangeran Kecil,"Walaupun ditujukan seolah sebagai bacaan anak-anak, Pangeran Kecil memiliki makna filosofis dan idealis tentang kehidupan manusia dan masyarakatnya. Dalam novel ini, Saint-Exupéry menceritakan tentang pertemuan tokoh utamanya, yaitu seorang pilot, dengan dengan seorang pangeran kecil dari luar angkasa, di tengah-tengah Gurun Sahara. Dalam percakapan mereka, sang penulis mengemukakan pandangannya tentang kesalahpahaman yang sering dilakukan oleh manusia dan kebenaran sederhana yang sering dilupakan oleh mereka seiring mereka bertambah dewasa. Sari pati buku ini terangkum dalam kutipan terkenal yang dinyatakan oleh seekor rubah kepada si pangeran kecil: ""On ne voit bien qu'avec le cœur, l'essentiel est invisible pour les yeux.""",siapakah karakter utama Le Petit Prince?,seorang pilot,233
Badan Standardisasi Nasional,"   Badan Standardisasi Nasional merupakan Lembaga pemerintah non-kementerian Indonesia dengan tugas pokok mengembangkan dan membina kegiatan standardisasi di negara Indonesia. Badan ini menggantikan fungsi dari Dewan Standardisasi Nasional (DSN). Dalam melaksanakan tugasnya Badan Standardisasi Nasional berpedoman pada Peraturan Pemerintah No. 102 Tahun 2000 tentang Standardisasi Nasional. Badan ini menetapkan Standar Nasional Indonesia (SNI) yang digunakan sebagai standar teknis di Indonesia. Badan Standardisasi Nasional dibentuk dengan Keputusan Presiden No. 13 Tahun 1997 yang disempurnakan dengan Keputusan Presiden No. 166 Tahun 2000 tentang Kedudukan, Tugas, Fungsi, Kewenangan, Susunan Organisasi dan Tata Kerja Lembaga Pemerintah Non Departemen sebagaimana telah beberapa kali diubah dan yang terakhir dengan Keputusan Presiden No. 103 Tahun 2001, merupakan Lembaga Pemerintah Non Kementerian (LPNK) dengan tugas pokok mengembangkan dan membina kegiatan standardisasi di Indonesia[1].",Apakah tugas utama Badan Standardisasi Nasional?,engembangkan dan membina kegiatan standardisasi di negara Indonesia,107
Ponsel cerdas," Ponsel cerdas pertama dinamakan Simon; dirancang oleh IBM pada 1992 dan dipamerkan sebagai produk konsep tahun itu di COMDEX, sebuah pameran komputer di Las Vegas, Nevada. Ponsel cerdas tersebut dipasarkan ke publik pada tahun 1993 dan dijual oleh BellSouth. Tidak hanya menjadi sebuah telepon genggam, ponsel cerdas tersebut juga memiliki kalender, buku telepon, jam dunia, tempat pencatat, surel, kemampuan mengirim dan menerima faks dan permainan. Telepon canggih tersebut tidak mempunyai tombol-tombol. Melainkan para pengguna menggunakan layar sentuh untuk memilih nomor telepon dengan jari atau membuat faksimile dan memo dengan tongkat stylus. Teks dimasukkan dengan papan ketik “prediksi” yang unik di layar. Bagi standar masa kini, Simon merupakan produk tingkat rendah, tetapi fitur-fiturnya pada saat itu sangatlah canggih.",Kapan layar sentuh pada handphone pertama kali diciptakan ?,1992,64
Museum Fatahillah,"Akhirnya pada tahun 1707, atas perintah Gubernur-Jenderal Joan van Hoorn, bangunan ini dibongkar dan dibangun ulang dengan menggunakan pondasi yang sama. Peresmian Balai kota ketiga dilakukan oleh Gubernur-Jenderal Abraham van Riebeeck pada tanggal 10 Juli 1710, dua tahun sebelum bangunan ini selesai secara keseluruhan.[2] Selama dua abad, balai kota Batavia ini digunakan sebagai kantor administrasi kota Batavia. Selain itu juga digunakan sebagai tempat College van Schepenen (Dewan Kotapraja) dan Raad van Justitie (Dewan Pengadilan). Awalnya sidang Dewan Pengadilan dilakukan di dalam Kastil Batavia. Namun dipindahkan ke sayap timur balai kota dan kemudian dipindahkan ke gedung pengadilan yang baru pada tahun 1870.[2]",kapankah  Museum Fatahillah didirikan?,10 Juli 1710,249
Li Jiancheng,"Li Jiancheng (Hanzi: 李建成, 589-2 Juli 626) adalah putra mahkota pertama Dinasti Tang namun tak pernah berkesempatan menduduki tahtanya. Ia adalah putra sulung dan calon penerus Li Yuan, sang pendiri Dinasti Tang. Walaupun telah membuktikan dirinya sebagai jenderal yang mampu di medan perang dan memberi kontribusi yang tidak sedikit bagi berdirinya Dinasti Tang, prestasi dan popularitasnya tidak mampu menyaingi adiknya sendiri, Li Shimin. Kedua saudara itu pun terpecah dalam faksi yang saling berlawanan, Li Jiancheng mendapat dukungan dari adiknya yang lain, Li Yuanji, Pangeran Qi. Perselisihan mereka mencapai klimaksnya pada tahun 626, ia dibunuh oleh Li Shimin dalam Kudeta di Gerbang Xuanwu, sementara Li Yuanji juga terbunuh oleh Jenderal Yuchi Jingde, salah seorang bawahan Li Shimin.",Siapakah ayah Li Jiancheng?,Li Yuan,176
Emma Watson,"Emma Watson (Emma Charlotte Duerre Watson, ) adalah seorang aktris dan model yang berasal dari Inggris. Watson terkenal karena memerankan karakter Hermione Granger dalam film seri Harry Potter sejak berusia sembilan tahun. Sebelumnya, ia hanya pernah berakting dalam beberapa pementasan drama di sekolahnya.[2] Dari tahun 2001 hingga 2011, Watson membintangi semua film-film Harry Potter, bersama dengan Daniel Radcliffe dan Rupert Grint.[3] Atas perannya ini, Watson telah menerima berbagai jenis penghargaan dan meraup penghasilan lebih dari £10million.[4] Watson merintis debut permodelannya bersama rumah mode Burberry pada tahun 2009.",Siapakah yang memerankan tokoh Hermione dalam film Harry Potter ?,Emma Watson,0
Formula Satu,"Enam dari tujuh seri balap musim pertama berada di Eropa menyisakan seri Indianapolis sebagai satu-satunya seri balapan yang diselenggarakan di luar Eropa. Kompetisi F1 kemudian secara bertahap meluas ke negara-negara non Eropa. Argentina menjadi satu-satunya negara di Amerika Selatan yang menyelenggarakan grand prix pada tahun 1953. Maroko kemudian menjadi negara Afrika pertama yang menjadi tuan rumah balapan F1 tahun 1958. Menyusul kemudian Asia (Jepang tahun 1976) dan Oseania (Australia tahun 1985). Seri balapan yang sekarang tersebar di sejumlah negara di benua Eropa, Asia, Oseania, Amerika Utara dan Amerika Selatan.",Dimanakah Formula Satu pertama diadakan ?,Eropa,51
Keroncong,"Akar keroncong berasal dari sejenis musik Portugis yang dikenal sebagai fado yang diperkenalkan oleh para pelaut dan budak kapal niaga bangsa itu sejak abad ke-16 ke Nusantara. Dari daratan India (Goa) masuklah musik ini pertama kali di Malaka dan kemudian dimainkan oleh para budak dari Maluku. Melemahnya pengaruh Portugis pada abad ke-17 di Nusantara tidak dengan serta-merta berarti hilang pula musik ini. Bentuk awal musik ini disebut moresco (sebuah tarian asal Spanyol, seperti polka agak lamban ritmenya), di mana salah satu lagu oleh Kusbini disusun kembali kini dikenal dengan nama Kr. Muritsku, yang diiringi oleh alat musik dawai. Musik keroncong yang berasal dari Tugu disebut keroncong Tugu. Dalam perkembangannya, masuk sejumlah unsur tradisional Nusantara, seperti penggunaan seruling serta beberapa komponen gamelan. Pada sekitar abad ke-19 bentuk musik campuran ini sudah populer di banyak tempat di Nusantara, bahkan hingga ke Semenanjung Malaya. Masa keemasan ini berlanjut hingga sekitar tahun 1960-an, dan kemudian meredup akibat masuknya gelombang musik populer (musik rock yang berkembang sejak 1950, dan berjayanya grup musik Beatles dan sejenisnya sejak tahun 1961 hingga sekarang). Meskipun demikian, musik keroncong masih tetap dimainkan dan dinikmati oleh berbagai lapisan masyarakat di Indonesia dan Malaysia hingga sekarang.",Siapa yang pertama kali memperkenalkan musik keroncong ?,para pelaut dan budak kapal niaga,101
Wolfgang Amadeus Mozart,"Wolfgang Amadeus Mozart (German:[ˈvɔlfɡaŋ amaˈdeus ˈmoːtsaʁt]) yang bernama asli Johannes Chrysostomus Wolfgangus Gottlieb Mozart ()[1][2] adalah seorang komponis. Ia dianggap sebagai salah satu dari komponis musik klasik Eropa yang terpenting dan paling terkenal dalam sejarah. Karya-karyanya (sekitar 700 lagu) termasuk gubahan-gubahan yang secara luas diakui sebagai puncak karya musik simfoni, musik kamar, musik piano, musik opera, dan musik paduan suara. Contoh karyanya adalah opera Don Giovanni dan Die Zauberflöte. Banyak dari karya Mozart dianggap sebagai repertoar standar konser klasik dan diakui sebagai mahakarya musik zaman klasik. Karya-karyanya diurutkan dalam katalog Köchel-Verzeichnis.",Dari mana asal Wolfgang Amadeus Mozart ?,Eropa,222
Republik Rakyat Tiongkok,"Republik Rakyat Tiongkok (simplified Chinese:中华人民共和国; traditional Chinese:中華人民共和國; pinyin:Zhōnghuá Rénmín Gònghéguó; Pe̍h-ōe-jī:Tiong-hôa Jîn-bîn Kiōng-hô-kok, disingkat RRT, China atau Tiongkok; literal: Republik Rakyat Tionghoa) adalah sebuah negara yang terletak di Asia Timur yang beribukota di Beijing[1] Negara ini memiliki jumlah penduduk terbanyak di dunia (sekitar 1,35 milyar jiwa) dan luas wilayah 9,69 juta kilometer persegi, menjadikannya negara ke-4 terbesar di dunia.[2] Negara ini didirikan pada tahun 1949 setelah berakhirnya Perang Saudara Tiongkok, dan sejak saat itu dipimpin oleh sebuah partai tunggal, yaitu Partai Komunis Tiongkok (PKT).[3] Sekalipun seringkali dilihat sebagai negara komunis, kebanyakan ekonomi republik ini telah diswastakan sejak tahun 1980-an. Walau bagaimanapun, pemerintah masih mengawasi ekonominya secara politik terutama dengan perusahaan-perusahaan milik pemerintah dan sektor perbankan. Secara politik, ia masih tetap menjadi pemerintahan satu partai.",berapakah luas Republik Rakyat Tiongkok?,"9,69 juta kilometer persegi",409
Dorothy Dell,"Dia pindah ke Hollywood pada bulan Desember 1933 dan menandatangani kontrak dengan Paramount Pictures. Awalnya dikontrak untuk bagian-bagian kecil, dia memenangkan peran film pertamanya dari pesaing mapan seperti Mae Clarke dan Isabel Jewell dan memulai debutnya di '[Dewa Gantung]] (1934). Film ini sukses dan ulasan untuk Dell menguntungkan; Paramount mulai menganggapnya sebagai bintang potensial. Perannya yang paling penting dan penting diikuti dalam Shirley Temple film Little Miss Marker.",Apakah film pertama  Dorothy Dell?,Dewa Gantung,268
Alkitab Protestan,"Alkitab Protestan adalah semua revisi atau terjemahan Alkitab Kristen yang terdiri dari 39 kitab Perjanjian Lama (menurut kanon Alkitab Ibrani Yahudi, terkadang dikenal sebagai kitab-kitab protokanonika) dan 27 kitab Perjanjian Baru sehingga berjumlah total 66 kitab. Alkitab Protestan tidak memuat 15 kitab Apokrifa Alkitab ataupun tulisan lainnya. Praktik ini dibakukan di kalangan Protestan mengikuti keputusan pada tahun 1825 oleh British and Foreign Bible Society untuk tidak memasukkan semua kitab yang disebut apokrifa itu.[1] Hal ini seringkali dikontraskan dengan 73 kitab dalam Alkitab Katolik, yang mana mencakup 7 kitab deuterokanonika menurut Hukum Kanon Katolik Roma no. 825 sebagai bagian dari Perjanjian Lama.[2]",Berapa jumlah kitab Perjanjian Lama Kristen?,39,88
Tapai," Dalam pembuatan tapai ketan, beras ketan dimasak dan dikukus terlebih dahulu sebelum dibubuhi ragi[2]. Campuran tersebut dilindungi dari udara terbuka dengan membungkusnya oleh daun dan diinkubasi pada suhu 25-30°C selama 2-4 hari. Daun yang digunakan bermacam-macam, tergantung dari sumber daya yang tersedia, tetapi biasanya digunakan daun yang lebar dan permukaannya licin. Tapai ketan yang siap dihidangkan biasanya mengandung alkohol dan teksturnya lebih lembut[2]. Daun yang digunakan biasanya adalah daun pisang, namun di beberapa tempat daun lain juga digunakan, misalnya daun jambu (Sizygium) atau karet para (Hevea brasiliensis).",Daun apakah yang digunakan untuk membungkus tape?,"daun pisang, namun di beberapa tempat daun lain juga digunakan, misalnya daun jambu (Sizygium) atau karet para",508
V-2,"Pada tanggal 28-30 September 1939, Konferensi Der Tag der Weisheit (hari kebijakan) diadakan di Peenemunde untuk memulai pembiayaan riset universitas untuk memecahkan masalah keroketan. Pada ahir 1940, Pusat Riset Angkatan dara di Peenemünde berhasil memecahkan teknology inti yang erat dengan suksesnya tipe A-4. Teknologi itu adalah mesin roket besar berbahan bakar cair, aerodinamika supersonik, gyroscopic guidance dan sirip pengontrol semburan jet. Pada saat itu, Hitler tidaklah terlalu terpesona dengan V-2, ia menunjukan bahwa roket V-2 hanyalah sebuah peluru artileri yang memiliki jarak lebih jauh dan harga yang jau lebih tinggi.",Kapan Roket V-2 dibuat ?,1940,196
Ed Sheeran,"Edward Christopher Sheeran, MBE (/ˈʃɪərən/; lahir 17 Februari 1991) adalah seorang penyanyi, penulis lagu, gitaris, produser rekaman, dan aktor berkebangsaan Inggris. Sheeran lahir di Halifax, West Yorkshire, dan dibesarkan di Framlingham, Suffolk. Dia memasuki Academy of Contemporary Music di Guildford sebagai seorang sarjana pada usia 18 tahun di 2009. Diawal tahun 2011, Sheeran secara independen merilis sebuah extended play berjudul No. 5 Collaborations Project.",Kapan Edward lahir?,17 Februari 1991,50
Sejarah Tiongkok,"Pada Pemberontakan Taiping (1851–1864), sepertiga wilayah Tiongkok sempat jatuh dalam kekuasaan Taiping Tianguo, suatu gerakan keagamaan kuasi-Kristen yang dipimpin Hong Xiuquan yang menyebut dirinya ""Raja Langit"". Setelah empat belas tahun, barulah pemberontakan tersebut berhasil dipadamkan, tentara Taiping dihancurkan dalam Perang Nanking Ketiga tahun 1864. Kematian yang terjadi selama 15 tahun pemberontakan tersebut diperkirakan mencapai 20 juta penduduk.[33]",Kapankah Pemberontakan Taiping terjadi ?,1851–1864,28
Surah,"Surah (Arab:سورة) adalah pembagian yang terdapat di dalam Al-Qur'an. Al-Qur'an dibagi menjadi 114 bab yang disebut ""surah"". ""Surah"" itu diatur berdasar panjangnya, dari yang terpanjang sampai yang terpendek, kecuali yang pertama (Surah Al-Fatihah), yang disebut ""Pembukaan"".",berapakah jumlah surah didalam Al Qur'an?,114,94
Kanada,"Kanada, secara historis dikenal sebagai Dominion of Canada adalah negara paling utara di Amerika Utara. Merupakan federasi dari 10 provinsi dan 3 teritori dengan sistem desentralisasi dan pemerintahan berbentuk monarki konstitusional. Dibentuk tahun 1867 dengan undang-undang Konfederasi. Ibu kota Kanada adalah Ottawa tempat parlemen nasional, tempat tinggal Gubernur Jenderal dan Perdana Menteri. Merupakan bekas jajahan Perancis dan Britania Raya. Kanada adalah anggota La Francophonie dan negara Persemakmuran. Kanada merupakan negara terluas di Amerika Utara. Luas negara Kanada adalah 9.970.610 kilometer persegi. Kanada digolongkan negara maju dan ekonominya tergantung terutama pada ketersediaan hasil alam yang melimpah.",Apakah ibukota Kanada ?,Ottawa,312
Masashi Kishimoto,"Masashi Kishimoto(岸本 斉史,Kishimoto Masashi, Template:Lahirmati[1]) adalah seorang Mangaka Jepang. Masashi Kishimoto mulai mengembangkan bakatnya akan menggambar semenjak usia SD. Dia menjadi mangaka terkenal semenjak karyanya, Naruto sukses besar baik di Jepang sendiri ataupun di negara-negara lain. Dia suka membaca manga sejak usia muda, sampai dia menunjukkan keinginannya untuk menulis manga sendiri. Akira Toriyama dan Katsuhiro Otomo adalah sebagai inspirasi utamanya. Pada tahun 1999 Naruto pertama kali dipublikasikan di Shounen jump membuat Kishimoto menerima penghargaan hop step. Saudara kembar Masashi Kishimoto, Seishi Kishimoto, juga merupakan seniman manga dengan karyanya yang terkenal 666 Satan (O-Parts Hunter) dan Blazer Drive. Selama penerbitan Naruto, Kishimoto menikah dan menjadi seorang ayah.[2]",siapakah yang menciptakan anime Naruto?,Masashi Kishimoto,0
